client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,cohort_label,kmeans_cluster,agglomerative_cluster
C4_40361,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Friend Referral,5,61,C4_Luxury_Investor,1,1
C4_40622,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Direct,5,57,C4_Luxury_Investor,1,1
NX_50229,Individual,Male,Saudi Arabia,Mecca Region,Personal Use,Yes,Digital,3,51,Noise,0,1
C1_10060,Individual,Male,UAE,Dubai,Investment,No,Agent,4,54,C1_Global_Investor,1,1
C2_20240,Individual,Female,United States,West Coast,Personal Use,Yes,Digital,4,23,C2_First_Time_Buyer,0,0
NX_50237,Individual,Female,Singapore,West Region,Personal Use,No,Social Media,3,62,Noise,1,0
C2_20040,Individual,Other,Canada,Ontario,Personal Use,Yes,Agent,5,35,C2_First_Time_Buyer,0,0
C4_40687,Individual,Female,France,French Riviera,Investment,No,Direct,5,48,C4_Luxury_Investor,1,1
C3_30260,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Agent,3,57,C3_Corporate_Buyer,1,1
C2_21120,Individual,Other,United States,Northeast,Personal Use,Yes,Friend Referral,3,30,C2_First_Time_Buyer,0,0
C2_20524,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,4,26,C2_First_Time_Buyer,0,0
C4_40021,Individual,Other,United States,West Coast,Investment,No,Direct,4,67,C4_Luxury_Investor,1,1
C1_10153,Individual,Other,UAE,Dubai,Personal Use,No,Corporate Partnership,5,37,C1_Global_Investor,1,1
C2_21248,Individual,Female,Australia,Victoria,Personal Use,Yes,Social Media,4,23,C2_First_Time_Buyer,0,0
C1_10481,Corporate,Not Applicable,Australia,Western Australia,Investment,No,Corporate Partnership,4,40,C1_Global_Investor,1,1
C4_40733,Individual,Female,UAE,Dubai,Investment,No,Corporate Partnership,4,37,C4_Luxury_Investor,1,1
C4_40805,Corporate,Not Applicable,Monaco,Monte Carlo,Investment,No,Corporate Partnership,5,53,C4_Luxury_Investor,1,1
C4_40078,Individual,Male,UAE,Ras Al Khaimah,Investment,No,Direct,4,37,C4_Luxury_Investor,1,1
C4_40625,Individual,Other,United States,Northeast,Investment,No,Corporate Partnership,4,50,C4_Luxury_Investor,1,1
C4_40062,Corporate,Not Applicable,Switzerland,Zurich,Investment,No,Direct,3,63,C4_Luxury_Investor,1,0
C3_30815,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Agent,4,52,C3_Corporate_Buyer,1,1
C2_20762,Individual,Other,United States,Northeast,Personal Use,Yes,Social Media,4,28,C2_First_Time_Buyer,0,0
C4_40038,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Direct,5,35,C4_Luxury_Investor,1,1
NX_50403,Individual,Female,Hong Kong,New Territories,Personal Use,No,Direct,5,53,Noise,1,1
C1_10750,Individual,Male,Germany,Berlin,Investment,No,Agent,5,59,C1_Global_Investor,1,1
C4_40119,Corporate,Not Applicable,Switzerland,Zug,Investment,No,Agent,4,48,C4_Luxury_Investor,1,1
C2_20785,Individual,Female,United States,Northeast,Personal Use,Yes,Friend Referral,4,28,C2_First_Time_Buyer,0,0
C4_40770,Individual,Male,France,Provence,Investment,No,Corporate Partnership,5,64,C4_Luxury_Investor,1,1
C3_30883,Corporate,Not Applicable,United Kingdom,Northeast,Personal Use,Yes,Direct,4,35,C3_Corporate_Buyer,0,1
C4_40848,Individual,Male,UAE,Sharjah,Investment,No,Direct,5,40,C4_Luxury_Investor,1,1
C1_10405,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Corporate Partnership,4,30,C1_Global_Investor,1,1
C1_10757,Individual,Male,Germany,North Rhine-Westphalia,Investment,No,Corporate Partnership,4,50,C1_Global_Investor,1,1
C3_30211,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Corporate Partnership,4,34,C3_Corporate_Buyer,1,1
C3_30170,Corporate,Not Applicable,United Kingdom,London,Investment,No,Corporate Partnership,5,50,C3_Corporate_Buyer,1,1
C4_40483,Individual,Male,UAE,Sharjah,Investment,Yes,Direct,5,48,C4_Luxury_Investor,1,1
C1_10097,Individual,Male,Singapore,North Region,Investment,No,Agent,5,31,C1_Global_Investor,1,1
C2_20333,Individual,Male,United States,Southwest,Personal Use,No,Social Media,3,32,C2_First_Time_Buyer,0,0
NX_50051,Individual,Male,Canada,Quebec,Personal Use,Yes,Direct,3,23,Noise,0,0
C3_30291,Corporate,Not Applicable,Singapore,Northeast,Investment,No,Agent,5,41,C3_Corporate_Buyer,1,1
C3_30354,Corporate,Not Applicable,UAE,Sharjah,Investment,Yes,Agent,4,57,C3_Corporate_Buyer,1,1
C1_10186,Corporate,Not Applicable,Australia,Victoria,Investment,No,Digital,5,53,C1_Global_Investor,1,1
C4_40503,Individual,Other,United Kingdom,London,Investment,No,Corporate Partnership,5,60,C4_Luxury_Investor,1,1
C3_30223,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Direct,5,57,C3_Corporate_Buyer,1,1
C4_40083,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Agent,5,65,C4_Luxury_Investor,1,1
C2_21058,Individual,Other,United Kingdom,North West,Personal Use,Yes,Digital,5,29,C2_First_Time_Buyer,0,0
C2_20319,Individual,Female,Australia,New South Wales,Personal Use,No,Digital,3,29,C2_First_Time_Buyer,0,0
C1_10148,Individual,Male,Hong Kong,Kowloon,Investment,No,Agent,3,31,C1_Global_Investor,0,1
C1_10028,Corporate,Not Applicable,Singapore,North Region,Investment,No,Direct,5,45,C1_Global_Investor,1,1
C4_40640,Individual,Other,France,Provence,Investment,No,Agent,5,65,C4_Luxury_Investor,1,1
C4_40509,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Direct,5,39,C4_Luxury_Investor,1,1
C3_30863,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Agent,5,35,C3_Corporate_Buyer,1,1
C1_10692,Individual,Other,Germany,Bavaria,Personal Use,No,Direct,3,39,C1_Global_Investor,0,0
C3_30366,Corporate,Not Applicable,Germany,Berlin,Investment,No,Direct,5,31,C3_Corporate_Buyer,1,1
C4_40276,Individual,Female,Monaco,La Condamine,Investment,No,Corporate Partnership,5,38,C4_Luxury_Investor,1,1
C2_20386,Individual,Male,Canada,British Columbia,Personal Use,Yes,Agent,2,22,C2_First_Time_Buyer,0,0
C2_20845,Individual,Other,Australia,Queensland,Personal Use,Yes,Social Media,2,35,C2_First_Time_Buyer,0,0
NX_50330,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,No,Digital,2,62,Noise,1,0
C1_10129,Individual,Female,Germany,Berlin,Investment,No,Direct,5,62,C1_Global_Investor,1,1
C2_20599,Individual,Female,Australia,New South Wales,Personal Use,No,Friend Referral,3,29,C2_First_Time_Buyer,0,0
C4_40129,Corporate,Not Applicable,Monaco,Fontvieille,Investment,No,Agent,5,67,C4_Luxury_Investor,1,1
NX_50103,Individual,Male,Australia,Queensland,Investment,No,Digital,4,70,Noise,1,1
C1_10701,Individual,Other,United Kingdom,London,Investment,No,Corporate Partnership,5,30,C1_Global_Investor,1,1
C4_40482,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Agent,5,35,C4_Luxury_Investor,1,1
C3_30528,Corporate,Not Applicable,UAE,Sharjah,Personal Use,Yes,Agent,4,51,C3_Corporate_Buyer,1,1
C3_30469,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,Yes,Agent,5,37,C3_Corporate_Buyer,1,1
C4_40856,Corporate,Not Applicable,France,Île-de-France,Investment,No,Agent,5,62,C4_Luxury_Investor,1,1
C2_20708,Individual,Other,United States,Midwest,Personal Use,Yes,Friend Referral,5,29,C2_First_Time_Buyer,0,0
C3_30453,Corporate,Not Applicable,United Kingdom,South East,Investment,Yes,Corporate Partnership,4,45,C3_Corporate_Buyer,1,1
C1_10454,Individual,Male,UAE,Northeast,Investment,No,Corporate Partnership,5,47,C1_Global_Investor,1,1
C3_30368,Corporate,Not Applicable,UAE,Sharjah,Investment,Yes,Agent,5,51,C3_Corporate_Buyer,1,1
C2_21040,Individual,Female,United Kingdom,Midlands,Personal Use,No,Friend Referral,4,22,C2_First_Time_Buyer,0,0
C2_20772,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,25,C2_First_Time_Buyer,0,0
C2_21315,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,30,C2_First_Time_Buyer,0,0
C1_10609,Corporate,Not Applicable,Germany,Bavaria,Investment,Yes,Agent,5,48,C1_Global_Investor,1,1
C1_10167,Individual,Other,Canada,Ontario,Investment,No,Agent,4,44,C1_Global_Investor,1,0
C1_10730,Individual,Other,United Kingdom,Scotland,Investment,No,Agent,5,41,C1_Global_Investor,1,1
C4_40748,Corporate,Not Applicable,UAE,Dubai,Investment,No,Agent,5,68,C4_Luxury_Investor,1,1
C3_30858,Corporate,Not Applicable,United States,West Coast,Investment,No,Agent,4,34,C3_Corporate_Buyer,1,1
C2_21074,Corporate,Other,United Kingdom,Northeast,Investment,Yes,Agent,3,27,C2_First_Time_Buyer,0,0
C4_40539,Individual,Male,United States,West Coast,Investment,No,Agent,4,67,C4_Luxury_Investor,1,1
C4_40200,Individual,Male,Singapore,West Region,Investment,No,Agent,4,62,C4_Luxury_Investor,1,1
C2_20622,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,2,32,C2_First_Time_Buyer,0,0
C1_10587,Individual,Other,Singapore,Central Region,Personal Use,No,Agent,3,36,C1_Global_Investor,0,1
C2_20401,Individual,Male,Australia,Western Australia,Investment,No,Digital,3,26,C2_First_Time_Buyer,0,0
C3_30545,Corporate,Not Applicable,Singapore,Northeast,Investment,Yes,Direct,4,56,C3_Corporate_Buyer,1,1
C3_30724,Corporate,Not Applicable,United Kingdom,South East,Investment,No,Corporate Partnership,4,35,C3_Corporate_Buyer,1,1
C2_20700,Individual,Female,United States,Southwest,Personal Use,Yes,Social Media,1,22,C2_First_Time_Buyer,0,0
C3_30588,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Direct,5,36,C3_Corporate_Buyer,1,1
C4_40890,Corporate,Not Applicable,Switzerland,Geneva,Investment,No,Direct,5,68,C4_Luxury_Investor,1,1
C3_30481,Corporate,Not Applicable,United States,Southeast,Investment,Yes,Agent,4,32,C3_Corporate_Buyer,0,1
C1_10040,Individual,Other,Australia,Victoria,Investment,No,Corporate Partnership,5,32,C1_Global_Investor,1,1
C2_20379,Individual,Other,United States,Midwest,Personal Use,Yes,Social Media,3,22,C2_First_Time_Buyer,0,0
C2_21089,Individual,Male,United States,Midwest,Personal Use,Yes,Friend Referral,3,34,C2_First_Time_Buyer,0,0
C2_21175,Individual,Other,United Kingdom,London,Investment,Yes,Digital,3,24,C2_First_Time_Buyer,0,0
C3_30717,Corporate,Not Applicable,United Kingdom,North West,Personal Use,No,Digital,3,38,C3_Corporate_Buyer,0,0
C3_30385,Corporate,Not Applicable,United Kingdom,North West,Personal Use,No,Digital,3,32,C3_Corporate_Buyer,0,0
C1_10074,Corporate,Not Applicable,Canada,Alberta,Investment,No,Corporate Partnership,4,50,C1_Global_Investor,1,1
C4_40409,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Friend Referral,5,50,C4_Luxury_Investor,1,1
NX_50564,Individual,Female,Switzerland,Zug,Personal Use,No,Agent,3,22,Noise,0,0
C3_30157,Corporate,Not Applicable,United States,Midwest,Investment,Yes,Agent,3,54,C3_Corporate_Buyer,1,0
C3_30680,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,5,37,C3_Corporate_Buyer,1,1
C2_21076,Individual,Female,United States,Northeast,Personal Use,Yes,Friend Referral,1,25,C2_First_Time_Buyer,0,0
C1_10441,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Agent,4,34,C1_Global_Investor,1,1
C4_40551,Individual,Male,Switzerland,Geneva,Investment,No,Direct,5,64,C4_Luxury_Investor,1,1
C2_21051,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,2,34,C2_First_Time_Buyer,0,0
C3_30041,Corporate,Not Applicable,UAE,Dubai,Investment,No,Direct,5,45,C3_Corporate_Buyer,1,1
C3_30806,Corporate,Not Applicable,Singapore,East Region,Investment,Yes,Digital,4,55,C3_Corporate_Buyer,1,1
C2_20301,Individual,Other,United Kingdom,South East,Personal Use,Yes,Agent,2,35,C2_First_Time_Buyer,0,0
C2_20781,Individual,Female,United States,Southeast,Personal Use,Yes,Agent,2,28,C2_First_Time_Buyer,0,0
NX_50414,Individual,Other,Japan,Nagoya,Investment,Yes,Social Media,4,67,Noise,1,0
C3_30930,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Direct,4,54,C3_Corporate_Buyer,1,1
C2_20304,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,5,30,C2_First_Time_Buyer,0,0
C1_10236,Individual,Other,United Kingdom,London,Investment,No,Direct,5,38,C1_Global_Investor,1,1
C3_30099,Corporate,Not Applicable,Singapore,West Region,Investment,Yes,Agent,5,41,C3_Corporate_Buyer,1,1
C1_10520,Corporate,Not Applicable,Australia,Western Australia,Investment,Yes,Corporate Partnership,4,62,C1_Global_Investor,1,1
C3_30073,Corporate,Not Applicable,UAE,Dubai,Investment,No,Direct,4,44,C3_Corporate_Buyer,1,1
C3_30780,Corporate,Not Applicable,United States,Northeast,Investment,Yes,Corporate Partnership,5,48,C3_Corporate_Buyer,1,1
C3_30686,Corporate,Not Applicable,United States,West Coast,Investment,Yes,Agent,3,50,C3_Corporate_Buyer,1,0
C3_30268,Corporate,Not Applicable,UAE,Ras Al Khaimah,Personal Use,Yes,Agent,4,52,C3_Corporate_Buyer,1,1
C1_10735,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Direct,5,37,C1_Global_Investor,1,1
NX_50303,Individual,Female,Japan,Tokyo,Investment,Yes,Corporate Partnership,4,33,Noise,0,1
NX_50529,Individual,Other,UAE,Ras Al Khaimah,Investment,No,Friend Referral,2,37,Noise,0,0
C2_21106,Individual,Male,United States,Midwest,Personal Use,Yes,Friend Referral,3,30,C2_First_Time_Buyer,0,0
C3_30179,Corporate,Not Applicable,United Kingdom,London,Investment,No,Corporate Partnership,4,50,C3_Corporate_Buyer,1,1
C3_30729,Corporate,Not Applicable,United States,Midwest,Investment,No,Agent,4,40,C3_Corporate_Buyer,1,1
C3_30261,Corporate,Not Applicable,United States,Northeast,Investment,Yes,Digital,5,43,C3_Corporate_Buyer,1,1
C1_10592,Individual,Male,Canada,British Columbia,Investment,Yes,Digital,5,35,C1_Global_Investor,1,0
C2_20303,Individual,Other,Canada,Northeast,Personal Use,Yes,Digital,5,33,C2_First_Time_Buyer,0,0
C2_20387,Individual,Male,United States,West Coast,Personal Use,No,Digital,4,35,C2_First_Time_Buyer,0,0
NX_50295,Corporate,Not Applicable,Hong Kong,Kowloon,Personal Use,No,Agent,4,46,Noise,1,1
NX_50126,Individual,Other,Monaco,Les Moneghetti,Investment,No,Agent,2,23,Noise,0,0
C4_40447,Individual,Other,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,39,C4_Luxury_Investor,1,1
C2_20890,Individual,Other,United Kingdom,Scotland,Personal Use,No,Friend Referral,3,25,C2_First_Time_Buyer,0,0
C3_30487,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Agent,4,57,C3_Corporate_Buyer,1,1
NX_50524,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,Yes,Agent,5,46,Noise,1,1
C3_30797,Corporate,Not Applicable,United Kingdom,London,Personal Use,No,Digital,4,33,C3_Corporate_Buyer,0,0
C1_10904,Individual,Male,Japan,Osaka,Personal Use,Yes,Corporate Partnership,5,46,C1_Global_Investor,1,1
NX_50209,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Direct,2,25,Noise,0,0
C2_20279,Individual,Other,Canada,Alberta,Personal Use,No,Digital,4,27,C2_First_Time_Buyer,0,0
C1_10933,Individual,Other,UAE,Ras Al Khaimah,Investment,No,Direct,4,47,C1_Global_Investor,1,1
NX_50499,Individual,Other,Singapore,West Region,Investment,No,Digital,4,21,Noise,0,0
C2_21308,Individual,Other,Canada,Alberta,Personal Use,Yes,Agent,3,22,C2_First_Time_Buyer,0,0
C2_20555,Individual,Female,United States,Southwest,Personal Use,Yes,Social Media,3,22,C2_First_Time_Buyer,0,0
NX_50133,Corporate,Not Applicable,Hong Kong,Hong Kong Island,Investment,No,Friend Referral,1,24,Noise,0,0
C3_30690,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Corporate Partnership,3,30,C3_Corporate_Buyer,0,1
NX_50041,Individual,Female,Switzerland,Zug,Personal Use,No,Social Media,3,59,Noise,1,1
C1_10706,Individual,Male,Australia,Victoria,Investment,No,Digital,3,62,C1_Global_Investor,1,0
NX_50290,Individual,Male,Canada,Alberta,Personal Use,No,Corporate Partnership,3,52,Noise,1,0
C3_30570,Corporate,Not Applicable,Germany,Hamburg,Investment,Yes,Agent,2,32,C3_Corporate_Buyer,0,1
C1_10745,Corporate,Not Applicable,Hong Kong,New Territories,Investment,Yes,Direct,5,41,C1_Global_Investor,1,1
C4_40094,Individual,Female,Switzerland,Zurich,Investment,No,Corporate Partnership,5,39,C4_Luxury_Investor,1,1
C2_20939,Individual,Male,Canada,Ontario,Personal Use,No,Social Media,3,28,C2_First_Time_Buyer,0,0
NX_50000,Individual,Other,Australia,Queensland,Investment,Yes,Digital,1,70,Noise,1,0
C3_30362,Corporate,Not Applicable,United Kingdom,London,Personal Use,No,Digital,3,32,C3_Corporate_Buyer,0,0
C4_40496,Individual,Female,UAE,Sharjah,Investment,No,Agent,5,55,C4_Luxury_Investor,1,1
C1_10513,Corporate,Not Applicable,Japan,Kyoto,Investment,No,Corporate Partnership,5,46,C1_Global_Investor,1,1
C1_10081,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Agent,5,46,C1_Global_Investor,1,1
NX_50576,Corporate,Not Applicable,Japan,Tokyo,Personal Use,No,Digital,2,33,Noise,0,0
C2_20308,Individual,Other,United States,West Coast,Personal Use,Yes,Friend Referral,3,33,C2_First_Time_Buyer,0,0
NX_50214,Individual,Female,United Kingdom,North West,Personal Use,No,Social Media,1,58,Noise,0,0
C1_10914,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,Yes,Direct,5,57,C1_Global_Investor,1,1
C3_30952,Corporate,Not Applicable,United States,Southeast,Investment,No,Agent,3,55,C3_Corporate_Buyer,1,1
C4_40195,Individual,Other,United States,Southwest,Investment,No,Agent,5,49,C4_Luxury_Investor,1,1
NX_50404,Individual,Male,Japan,Nagoya,Personal Use,No,Digital,3,23,Noise,0,0
C3_30656,Corporate,Not Applicable,Singapore,North Region,Investment,No,Digital,4,59,C3_Corporate_Buyer,1,1
C2_21198,Individual,Other,United States,Southeast,Personal Use,Yes,Friend Referral,5,26,C2_First_Time_Buyer,0,0
C4_40732,Individual,Other,United Kingdom,Midlands,Investment,No,Agent,5,61,C4_Luxury_Investor,1,1
C1_10774,Corporate,Not Applicable,Japan,Osaka,Investment,Yes,Direct,5,35,C1_Global_Investor,1,1
C1_10329,Individual,Female,Singapore,Central Region,Investment,No,Direct,5,47,C1_Global_Investor,1,1
C2_21054,Individual,Other,United States,Midwest,Personal Use,Yes,Digital,3,26,C2_First_Time_Buyer,0,0
C2_21001,Individual,Male,United States,Southeast,Personal Use,No,Friend Referral,3,30,C2_First_Time_Buyer,0,0
C1_10943,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Direct,4,50,C1_Global_Investor,1,1
C1_10822,Individual,Female,Australia,Queensland,Investment,No,Corporate Partnership,5,60,C1_Global_Investor,1,1
NX_50127,Corporate,Not Applicable,United States,Northeast,Investment,No,Digital,3,37,Noise,0,0
C1_10909,Individual,Female,United Kingdom,South East,Investment,No,Digital,5,57,C1_Global_Investor,1,1
C3_30016,Corporate,Not Applicable,UAE,Ras Al Khaimah,Personal Use,No,Corporate Partnership,3,38,C3_Corporate_Buyer,1,1
C1_10181,Individual,Female,Australia,Western Australia,Investment,No,Agent,4,35,C1_Global_Investor,1,1
C1_10164,Individual,Female,Hong Kong,Hong Kong Island,Investment,No,Direct,5,55,C1_Global_Investor,1,1
C2_20523,Individual,Female,United Kingdom,South East,Personal Use,Yes,Digital,4,25,C2_First_Time_Buyer,0,0
C1_10451,Corporate,Not Applicable,Germany,Berlin,Investment,No,Digital,4,40,C1_Global_Investor,1,1
C3_30038,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Corporate Partnership,4,33,C3_Corporate_Buyer,1,1
C4_40637,Individual,Other,United Kingdom,Scotland,Investment,No,Direct,5,37,C4_Luxury_Investor,1,1
NX_50375,Individual,Other,Switzerland,Northeast,Investment,Yes,Corporate Partnership,1,59,Noise,0,0
C2_20311,Individual,Female,United States,Midwest,Personal Use,No,Digital,3,22,C2_First_Time_Buyer,0,0
C3_30649,Corporate,Not Applicable,United Kingdom,Scotland,Personal Use,Yes,Agent,3,35,C3_Corporate_Buyer,0,1
C2_20111,Individual,Other,United States,Midwest,Personal Use,No,Digital,3,35,C2_First_Time_Buyer,0,0
NX_50147,Individual,Male,Saudi Arabia,Mecca Region,Investment,No,Digital,3,47,Noise,1,1
C4_40585,Individual,Other,United Kingdom,South East,Investment,No,Direct,5,65,C4_Luxury_Investor,1,1
C3_30989,Corporate,Not Applicable,UAE,Ras Al Khaimah,Personal Use,No,Digital,3,37,C3_Corporate_Buyer,0,1
C2_20287,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,2,32,C2_First_Time_Buyer,0,0
C4_40677,Individual,Female,Switzerland,Zurich,Investment,No,Corporate Partnership,4,45,C4_Luxury_Investor,1,1
NX_50245,Individual,Female,Germany,Bavaria,Investment,Yes,Digital,3,26,Noise,0,0
C4_40180,Individual,Other,United States,Midwest,Investment,No,Direct,5,37,C4_Luxury_Investor,1,0
NX_50111,Individual,Other,Switzerland,Geneva,Investment,No,Digital,3,60,Noise,1,0
C4_40668,Individual,Male,France,French Riviera,Investment,No,Corporate Partnership,5,38,C4_Luxury_Investor,1,1
C3_30800,Corporate,Not Applicable,United States,Southeast,Investment,No,Digital,3,43,C3_Corporate_Buyer,1,1
C3_30810,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,4,47,C3_Corporate_Buyer,1,1
NX_50156,Individual,Other,Switzerland,Zurich,Personal Use,Yes,Agent,4,62,Noise,1,1
C3_30625,Corporate,Not Applicable,Germany,Berlin,Investment,No,Direct,4,39,C3_Corporate_Buyer,1,1
C1_10327,Corporate,Not Applicable,Canada,British Columbia,Investment,No,Agent,5,47,C1_Global_Investor,1,1
C2_20790,Individual,Other,United States,Southeast,Personal Use,Yes,Agent,4,28,C2_First_Time_Buyer,0,0
C2_21490,Individual,Male,United States,West Coast,Personal Use,Yes,Digital,4,28,C2_First_Time_Buyer,0,0
C2_21006,Individual,Other,United States,West Coast,Personal Use,Yes,Agent,3,22,C2_First_Time_Buyer,0,0
C2_21007,Individual,Female,United States,Southwest,Personal Use,Yes,Friend Referral,3,34,C2_First_Time_Buyer,0,0
C2_20858,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,3,27,C2_First_Time_Buyer,0,0
NX_50285,Individual,Other,UAE,Dubai,Personal Use,No,Friend Referral,5,21,Noise,0,0
C1_10312,Individual,Other,Canada,Ontario,Investment,No,Direct,4,56,C1_Global_Investor,1,1
C1_10832,Individual,Other,Australia,Western Australia,Investment,No,Corporate Partnership,3,47,C1_Global_Investor,1,1
C3_30579,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Digital,4,40,C3_Corporate_Buyer,1,1
NX_50317,Individual,Other,United States,Southeast,Investment,No,Digital,1,51,Noise,0,0
C3_30962,Corporate,Not Applicable,United Kingdom,London,Investment,No,Corporate Partnership,3,43,C3_Corporate_Buyer,1,1
C2_20201,Individual,Male,United Kingdom,Midlands,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C4_40891,Corporate,Not Applicable,United States,Northeast,Investment,Yes,Corporate Partnership,5,49,C4_Luxury_Investor,1,1
C4_40047,Corporate,Not Applicable,Monaco,La Condamine,Investment,No,Direct,5,54,C4_Luxury_Investor,1,1
NX_50522,Individual,Male,United Kingdom,London,Investment,No,Friend Referral,2,41,Noise,0,0
C2_21134,Individual,Female,United States,West Coast,Personal Use,Yes,Digital,5,31,C2_First_Time_Buyer,0,0
C3_30951,Corporate,Not Applicable,Singapore,Northeast,Investment,Yes,Agent,5,45,C3_Corporate_Buyer,1,1
C2_21209,Individual,Male,United States,Northeast,Personal Use,Yes,Agent,5,25,C2_First_Time_Buyer,0,0
C2_20901,Individual,Male,United Kingdom,Scotland,Personal Use,Yes,Direct,1,22,C2_First_Time_Buyer,0,0
C2_20481,Individual,Other,Australia,Victoria,Personal Use,Yes,Friend Referral,4,23,C2_First_Time_Buyer,0,0
C1_10777,Corporate,Not Applicable,Canada,Ontario,Investment,No,Corporate Partnership,5,51,C1_Global_Investor,1,1
C1_10799,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Agent,4,49,C1_Global_Investor,1,1
C4_40214,Individual,Other,United States,Midwest,Investment,No,Agent,4,44,C4_Luxury_Investor,1,1
C4_40442,Individual,Female,France,Provence,Investment,No,Direct,5,65,C4_Luxury_Investor,1,1
C1_10054,Corporate,Not Applicable,Canada,Ontario,Investment,No,Agent,4,33,C1_Global_Investor,1,1
C3_30472,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,Yes,Digital,3,58,C3_Corporate_Buyer,1,1
C3_30835,Corporate,Not Applicable,United States,Southwest,Personal Use,No,Agent,4,58,C3_Corporate_Buyer,1,1
C2_20920,Individual,Male,United States,Southwest,Personal Use,Yes,Social Media,4,35,C2_First_Time_Buyer,0,0
C4_40215,Individual,Other,United States,Northeast,Investment,No,Friend Referral,5,65,C4_Luxury_Investor,1,1
NX_50246,Individual,Female,Germany,Berlin,Investment,Yes,Digital,5,42,Noise,1,1
C1_10946,Individual,Male,Australia,Victoria,Investment,Yes,Direct,5,63,C1_Global_Investor,1,1
C2_20701,Individual,Female,Canada,Quebec,Personal Use,Yes,Digital,4,22,C2_First_Time_Buyer,0,0
C3_30793,Corporate,Not Applicable,Germany,Bavaria,Personal Use,No,Direct,5,57,C3_Corporate_Buyer,1,1
C2_21161,Individual,Male,Canada,Alberta,Investment,Yes,Agent,3,30,C2_First_Time_Buyer,0,0
C2_20136,Individual,Female,Australia,Western Australia,Investment,Yes,Agent,4,22,C2_First_Time_Buyer,0,1
C1_10987,Individual,Other,United Kingdom,North West,Investment,No,Corporate Partnership,5,38,C1_Global_Investor,1,1
C3_30049,Corporate,Not Applicable,Germany,Berlin,Investment,No,Corporate Partnership,3,41,C3_Corporate_Buyer,1,1
C1_10193,Corporate,Not Applicable,UAE,Northeast,Personal Use,No,Agent,5,39,C1_Global_Investor,1,1
C3_30557,Corporate,Not Applicable,Germany,Bavaria,Investment,Yes,Agent,2,50,C3_Corporate_Buyer,1,1
C3_30746,Corporate,Not Applicable,Singapore,North Region,Investment,Yes,Direct,4,38,C3_Corporate_Buyer,1,1
C2_20394,Individual,Other,United States,Southeast,Personal Use,No,Agent,4,31,C2_First_Time_Buyer,0,0
C3_30137,Corporate,Not Applicable,United Kingdom,London,Personal Use,Yes,Corporate Partnership,3,51,C3_Corporate_Buyer,1,1
C1_10768,Individual,Other,Australia,New South Wales,Investment,No,Direct,5,43,C1_Global_Investor,1,1
NX_50302,Individual,Female,Monaco,Fontvieille,Investment,No,Agent,4,74,Noise,1,1
C3_30590,Corporate,Not Applicable,Singapore,North Region,Investment,Yes,Agent,4,54,C3_Corporate_Buyer,1,1
