client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C1_10126,C1_Global_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1982-09-05,Investment,No,Direct,4
C4_40376,C4_Luxury_Investor,Individual,Other,United Kingdom,London,1977-02-17,Investment,No,Direct,5
C3_30435,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1991-09-28,Investment,Yes,Corporate Partnership,4
C4_40031,C4_Luxury_Investor,Individual,Other,Monaco,,1962-09-13,Investment,No,Friend Referral,4
C3_30230,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1968-02-18,Investment,Yes,Agent,4
C1_10827,C1_Global_Investor,Individual,Other,UAE,,1975-05-29,Investment,Yes,Direct,5
C2_20639,C2_First_Time_Buyer,Individual,Male,Australia,Queensland,1998-06-05,Investment,Yes,Digital,2
C1_10984,C1_Global_Investor,Corporate,Not Applicable,Germany,Berlin,1959-08-31,Investment,Yes,Agent,4
C3_30781,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1971-04-08,Personal Use,Yes,Corporate Partnership,3
NX_50571,Noise,Individual,Other,UAE,Dubai,1981-01-24,Personal Use,No,Friend Referral,1
C2_21188,C2_First_Time_Buyer,Individual,,United States,Midwest,1989-03-31,Personal Use,Yes,Agent,3
NX_50212,Noise,Individual,Female,Saudi Arabia,Mecca Region,1969-07-29,Investment,Yes,Direct,4
C2_21443,C2_First_Time_Buyer,Individual,Other,United States,Southeast,2001-11-15,Investment,Yes,Friend Referral,3
C1_10362,C1_Global_Investor,Individual,Male,Canada,Alberta,1985-08-08,Investment,No,Agent,5
C2_21349,C2_First_Time_Buyer,Individual,Other,Canada,Quebec,1990-08-12,Personal Use,Yes,,2
C1_10345,C1_Global_Investor,Corporate,Not Applicable,Japan,Tokyo,1982-07-26,Investment,No,Agent,5
C1_10814,C1_Global_Investor,Corporate,Not Applicable,Germany,Bavaria,1969-11-19,Investment,No,Direct,5
C3_30705,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1988-02-18,Investment,No,Agent,3
C4_40660,C4_Luxury_Investor,Individual,Male,UAE,Dubai,1987-01-22,Investment,No,Direct,5
NX_50395,Noise,Individual,Other,UAE,Sharjah,1995-05-16,Personal Use,Yes,Social Media,2
C3_30825,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1991-11-30,Investment,Yes,Corporate Partnership,4
C4_40606,C4_Luxury_Investor,Individual,Other,Monaco,La Condamine,1975-10-14,Investment,No,Direct,4
C2_21116,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1989-08-12,Personal Use,Yes,Direct,4
C2_20834,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1992-04-20,Personal Use,Yes,Social Media,1
C1_10793,C1_Global_Investor,Corporate,Not Applicable,Australia,Queensland,1973-09-07,Investment,Yes,Corporate Partnership,5
NX_50546,Noise,Corporate,Not Applicable,Hong Kong,Kowloon,1953-04-20,,Yes,Corporate Partnership,4
C3_30174,C3_Corporate_Buyer,Corporate,,Singapore,East Region,1981-06-08,Investment,Yes,Direct,5
C1_10094,C1_Global_Investor,Corporate,Not Applicable,Canada,British Columbia,1967-11-16,Investment,No,Digital,5
C4_40256,C4_Luxury_Investor,Individual,Male,Switzerland,Zurich,1967-01-29,Investment,No,Agent,5
C3_30391,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1974-05-07,Investment,No,Corporate Partnership,4
C2_21371,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1997-03-31,Personal Use,Yes,Digital,4
C4_40649,C4_Luxury_Investor,Individual,Female,UAE,Sharjah,1986-08-13,Investment,No,Friend Referral,4
NX_50032,Noise,Individual,Male,Australia,New South Wales,1960-09-20,Investment,No,Direct,4
C3_30728,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1992-02-16,Investment,No,Corporate Partnership,3
C3_30353,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1988-02-15,Investment,Yes,Direct,3
C3_30412,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1988-06-11,Investment,No,Agent,5
C2_20865,C2_First_Time_Buyer,Individual,Male,Australia,Victoria,1991-08-03,Investment,,Social Media,5
C2_20857,C2_First_Time_Buyer,Individual,Female,Canada,British Columbia,1996-06-23,Personal Use,Yes,Agent,3
C3_30145,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1986-05-08,Personal Use,No,Agent,4
C2_21243,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1992-03-31,Personal Use,Yes,Direct,4
C2_21336,C2_First_Time_Buyer,Individual,Female,Australia,New South Wales,2000-09-19,Personal Use,Yes,Agent,2
C1_10950,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,,1978-07-29,Investment,No,Agent,5
C3_30568,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1974-02-03,Personal Use,No,Corporate Partnership,4
C2_20120,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,1998-06-21,Personal Use,Yes,Digital,3
C3_30097,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1987-07-11,Investment,No,Digital,3
C2_21204,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1988-02-01,Personal Use,No,Agent,4
C1_10419,C1_Global_Investor,Corporate,Not Applicable,Germany,Bavaria,1975-12-03,Investment,,Agent,5
C1_10922,C1_Global_Investor,Corporate,Not Applicable,Australia,Western Australia,1971-10-15,Investment,,Direct,5
C2_20254,C2_First_Time_Buyer,Individual,Other,Australia,New South Wales,1996-03-31,Personal Use,No,Friend Referral,3
C1_10477,C1_Global_Investor,Corporate,Not Applicable,Germany,Bavaria,1993-10-11,Investment,No,Agent,5
C2_21035,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1998-04-15,Personal Use,Yes,Digital,3
C2_20202,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1989-07-01,Personal Use,Yes,Digital,5
C3_30126,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1973-12-10,,Yes,Corporate Partnership,4
NX_50418,Noise,Individual,Female,UAE,Sharjah,1984-02-14,Personal Use,Yes,Digital,1
C2_20970,C2_First_Time_Buyer,Individual,Male,United States,,1989-01-13,Personal Use,Yes,Social Media,2
C3_30610,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1993-11-30,Personal Use,Yes,Corporate Partnership,4
C4_40518,C4_Luxury_Investor,Individual,Female,Monaco,Monte Carlo,1965-05-14,Investment,No,,5
C2_21151,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1991-07-28,Personal Use,Yes,Friend Referral,5
C4_40187,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,South East,1956-11-25,Investment,No,Corporate Partnership,5
C2_20997,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,2000-02-26,Personal Use,Yes,Digital,4
C4_40533,C4_Luxury_Investor,Individual,Female,France,Île-de-France,1962-11-02,Investment,No,Corporate Partnership,4
C3_30554,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1966-04-10,Investment,No,Agent,5
C2_20248,C2_First_Time_Buyer,Individual,Other,Canada,Quebec,1989-09-16,Personal Use,Yes,Friend Referral,3
C2_21192,C2_First_Time_Buyer,Individual,Male,Canada,Ontario,1989-12-31,Personal Use,Yes,Digital,2
C3_30212,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1978-04-15,Investment,No,Agent,4
C1_10992,C1_Global_Investor,Individual,Other,Singapore,East Region,1967-03-26,Investment,No,Corporate Partnership,5
C2_21190,C2_First_Time_Buyer,Individual,Male,Canada,Quebec,1997-10-17,Personal Use,Yes,Social Media,4
C4_40262,C4_Luxury_Investor,Individual,Other,France,Normandy,1962-09-15,Investment,No,Direct,5
C4_40097,C4_Luxury_Investor,Individual,Female,United States,Northeast,1966-08-10,Investment,Yes,Agent,5
C2_20318,C2_First_Time_Buyer,Individual,Male,Canada,Alberta,1994-12-01,Investment,Yes,Friend Referral,1
C2_20863,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1989-06-09,Personal Use,Yes,Direct,5
C2_21343,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1995-10-03,Personal Use,Yes,Digital,1
C2_21449,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2000-03-13,Personal Use,Yes,Digital,5
C2_21136,C2_First_Time_Buyer,Individual,Other,United Kingdom,Midlands,1997-03-24,Personal Use,Yes,Digital,4
C2_20065,C2_First_Time_Buyer,Individual,Female,United States,Northeast,2001-11-19,Personal Use,No,Digital,4
NX_50560,Noise,Individual,Other,Singapore,East Region,1994-03-29,Investment,No,Direct,5
C3_30121,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1980-07-21,Investment,No,Digital,4
C1_10077,C1_Global_Investor,Individual,Male,Canada,British Columbia,1989-07-08,Investment,,Agent,4
C3_30398,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1989-09-09,Investment,Yes,Direct,4
C2_20314,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1993-11-07,Personal Use,Yes,Agent,3
C4_40872,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Basel,1962-05-09,Investment,No,Corporate Partnership,5
C1_10872,C1_Global_Investor,Corporate,Not Applicable,Australia,Western Australia,1964-02-14,Investment,No,Corporate Partnership,4
C4_40350,C4_Luxury_Investor,Corporate,Not Applicable,United States,Southeast,1957-02-09,Investment,,Direct,5
NX_50387,Noise,Individual,Other,United Kingdom,Scotland,2003-07-11,Investment,Yes,Digital,1
C3_30465,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1970-06-09,Investment,No,Agent,4
C3_30891,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1993-02-25,Personal Use,No,Direct,4
C3_30060,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1984-02-24,Investment,Yes,Corporate Partnership,3
NX_50496,Noise,Corporate,Not Applicable,UAE,Sharjah,1962-12-15,Investment,Yes,Direct,4
C3_30135,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1970-01-24,Investment,No,Agent,5
C4_40030,C4_Luxury_Investor,Individual,,Monaco,,1955-08-17,Investment,No,Friend Referral,5
C1_10375,C1_Global_Investor,Individual,,Germany,Bavaria,1980-09-01,Investment,No,Corporate Partnership,5
C2_20908,C2_First_Time_Buyer,Individual,,Canada,Quebec,1991-02-09,Investment,Yes,Digital,4
C4_40832,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zurich,1974-12-09,Investment,No,Agent,5
C4_40879,C4_Luxury_Investor,Individual,Female,Monaco,Monte Carlo,1983-09-01,Investment,No,Direct,4
C4_40527,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Basel,1970-11-18,Investment,,Corporate Partnership,5
C2_20604,C2_First_Time_Buyer,Individual,Other,Canada,British Columbia,1990-09-10,Personal Use,Yes,Direct,5
C2_20118,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1988-06-16,Personal Use,Yes,Friend Referral,3
C4_40177,C4_Luxury_Investor,Individual,Male,Monaco,La Condamine,1968-09-23,Investment,No,Agent,5
C3_30990,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1992-12-21,Personal Use,Yes,Agent,5
NX_50464,Noise,Corporate,Not Applicable,Switzerland,Zug,1963-02-08,Personal Use,Yes,Digital,4
C3_30458,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Northeast,1992-07-11,Investment,No,Direct,4
C2_20994,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1991-10-01,Personal Use,Yes,Digital,3
NX_50555,Noise,Individual,Female,UAE,Sharjah,1961-10-23,Personal Use,Yes,Friend Referral,5
C4_40855,C4_Luxury_Investor,Corporate,Not Applicable,United States,Southeast,1959-08-21,Personal Use,No,Corporate Partnership,4
C2_21376,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1998-08-08,Personal Use,Yes,Social Media,1
C2_20342,C2_First_Time_Buyer,Individual,Other,United States,Southeast,2000-10-19,Personal Use,Yes,Friend Referral,5
C1_10320,C1_Global_Investor,Individual,Other,Canada,Quebec,1990-03-28,Personal Use,No,Digital,4
C2_20619,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1996-11-03,Personal Use,Yes,Social Media,4
C4_40213,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Basel,1971-09-17,Investment,No,Direct,5
C2_21060,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1999-05-09,Personal Use,Yes,Social Media,3
C2_21219,C2_First_Time_Buyer,Individual,Other,Canada,British Columbia,1995-01-14,Personal Use,Yes,Social Media,3
C2_20673,C2_First_Time_Buyer,Individual,Male,United States,,1997-04-09,Investment,Yes,Digital,5
C1_10260,C1_Global_Investor,Corporate,Not Applicable,Australia,Queensland,1974-03-27,Investment,Yes,Direct,4
NX_50017,Noise,Individual,Male,Japan,Kyoto,1956-04-01,Investment,No,Direct,1
C2_21039,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1995-10-26,Personal Use,Yes,Agent,3
C1_10901,C1_Global_Investor,Individual,Female,Singapore,East Region,1965-04-09,Investment,No,Direct,5
C4_40244,C4_Luxury_Investor,Individual,Other,UAE,Abu Dhabi,1968-12-10,Investment,No,Direct,5
C2_21026,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1998-09-22,Personal Use,No,Social Media,4
C2_20917,C2_First_Time_Buyer,Individual,Female,United States,Southwest,2000-01-10,Personal Use,Yes,Digital,3
C2_20828,C2_First_Time_Buyer,Individual,Female,Australia,Victoria,1995-05-27,Personal Use,Yes,Digital,3
C2_20573,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1993-04-16,Personal Use,Yes,Digital,4
C4_40894,C4_Luxury_Investor,Individual,Other,United Kingdom,South East,1978-04-29,,Yes,Agent,5
C4_40708,C4_Luxury_Investor,Individual,Male,United States,West Coast,1982-10-30,Investment,No,Corporate Partnership,4
C1_10224,C1_Global_Investor,Individual,Other,Japan,Kyoto,1972-06-12,Investment,No,Agent,5
C1_10723,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,,1963-10-16,Investment,Yes,,5
NX_50085,Noise,Individual,Other,Monaco,,1959-06-26,Personal Use,Yes,Agent,1
C2_20141,C2_First_Time_Buyer,Individual,Other,United States,,1993-05-08,Personal Use,No,Friend Referral,5
C3_30262,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1966-11-09,,No,Direct,4
C1_10846,C1_Global_Investor,Individual,,Singapore,Central Region,1977-01-08,Investment,No,Direct,5
C3_30051,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,,1987-09-23,Personal Use,No,Corporate Partnership,4
C3_30428,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1973-01-30,Investment,No,Corporate Partnership,4
C1_10117,C1_Global_Investor,Individual,Male,Germany,,1961-09-30,Investment,No,Corporate Partnership,5
C1_10645,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,London,1992-02-20,Investment,No,Direct,4
C1_10003,C1_Global_Investor,Corporate,Not Applicable,Japan,Kyoto,1962-04-08,Investment,No,Direct,5
C4_40670,C4_Luxury_Investor,Individual,Male,Singapore,North Region,1962-03-22,Investment,Yes,Direct,5
C1_10467,C1_Global_Investor,Corporate,Not Applicable,UAE,Sharjah,1989-12-05,Investment,No,Direct,5
C1_10005,C1_Global_Investor,Individual,Male,United Kingdom,London,1959-01-28,Investment,No,Agent,4
C1_10919,C1_Global_Investor,Individual,Male,Hong Kong,New Territories,1978-11-12,Investment,No,Agent,5
C3_30095,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1982-01-23,Investment,Yes,Direct,4
C2_20063,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1994-08-04,Personal Use,Yes,Digital,4
C3_30090,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1978-02-08,Personal Use,No,Direct,3
C1_10242,C1_Global_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1973-07-21,Investment,No,Direct,5
C2_20160,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1996-06-17,Personal Use,Yes,Digital,4
C3_30370,C3_Corporate_Buyer,Corporate,,UAE,Ras Al Khaimah,1968-08-05,Personal Use,No,Corporate Partnership,4
C4_40235,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Geneva,1957-05-07,Investment,No,,5
C2_21397,C2_First_Time_Buyer,Individual,Other,Australia,Victoria,1998-07-09,Personal Use,Yes,Friend Referral,3
C4_40017,C4_Luxury_Investor,Individual,Other,UAE,Sharjah,1967-04-21,,No,Direct,5
C3_30921,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1964-11-29,Investment,Yes,Corporate Partnership,3
C3_30063,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1990-04-04,Investment,No,Corporate Partnership,3
C2_20605,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1999-06-02,Personal Use,Yes,Agent,4
NX_50428,Noise,Individual,Female,UAE,Ras Al Khaimah,1999-05-07,Investment,Yes,Social Media,4
C2_21324,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1993-07-06,Personal Use,Yes,Digital,5
C3_30209,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1990-10-19,,No,Direct,4
C4_40898,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1968-01-04,Investment,No,Corporate Partnership,4
C2_20312,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1993-05-10,Personal Use,Yes,Agent,3
C3_30948,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1993-01-29,Investment,No,,5
C4_40312,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1970-12-06,Investment,No,Direct,5
NX_50255,Noise,Individual,Female,Switzerland,Basel,1982-03-08,Investment,Yes,Agent,3
C2_21362,C2_First_Time_Buyer,Individual,Female,United States,,1996-02-29,Personal Use,Yes,Friend Referral,5
C2_20975,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1989-03-25,Investment,Yes,Friend Referral,4
C4_40014,C4_Luxury_Investor,Individual,,France,Normandy,1964-12-13,,No,Agent,3
C2_20761,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1993-08-27,Personal Use,No,Digital,4
C3_30239,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1982-07-11,Investment,No,Digital,3
NX_50444,Noise,Individual,Female,Saudi Arabia,Mecca Region,1956-02-27,Personal Use,Yes,Direct,1
C2_21472,C2_First_Time_Buyer,Individual,Male,Canada,Alberta,1991-02-28,Personal Use,Yes,Digital,5
C4_40507,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Dubai,1984-02-17,Investment,No,Direct,4
C2_20493,C2_First_Time_Buyer,Individual,Female,Australia,Queensland,1997-01-08,Personal Use,Yes,Friend Referral,3
C4_40706,C4_Luxury_Investor,Individual,Female,UAE,,1966-03-09,Investment,No,Friend Referral,5
C2_21158,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1988-11-14,Personal Use,No,Social Media,4
C2_20169,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1998-12-23,Personal Use,Yes,Social Media,4
NX_50116,Noise,Individual,,Monaco,La Condamine,1974-06-17,Personal Use,Yes,Digital,3
C1_10232,C1_Global_Investor,Corporate,Not Applicable,Singapore,West Region,1969-03-30,Investment,No,Agent,3
C1_10066,C1_Global_Investor,Individual,Male,Germany,North Rhine-Westphalia,1972-11-11,,Yes,Agent,5
C2_20603,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1991-09-16,Personal Use,Yes,Agent,3
C3_30783,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1978-09-27,Investment,,Agent,5
C4_40096,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,South East,1984-07-02,Investment,Yes,Corporate Partnership,5
C1_10125,C1_Global_Investor,Individual,Male,Hong Kong,New Territories,1977-04-04,Investment,No,Agent,4
C2_20296,C2_First_Time_Buyer,Individual,Other,United Kingdom,South East,1993-03-10,Personal Use,Yes,Agent,4
C2_20976,C2_First_Time_Buyer,Individual,Male,Canada,Alberta,1996-12-10,Personal Use,No,Direct,2
NX_50117,Noise,Individual,Female,Japan,Nagoya,1984-06-07,Personal Use,No,,2
NX_50081,Noise,Corporate,Not Applicable,Australia,New South Wales,1974-09-08,Personal Use,No,Friend Referral,3
C2_21075,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1996-05-22,Personal Use,No,Digital,3
C3_30586,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1971-05-16,,Yes,Corporate Partnership,3
C4_40845,C4_Luxury_Investor,Individual,Female,Switzerland,Basel,1956-03-05,Investment,No,Agent,5
C3_30845,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1975-01-24,Investment,No,Corporate Partnership,4
NX_50064,Noise,Individual,Other,United States,Northeast,1999-04-11,Investment,Yes,Social Media,4
C3_30297,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1981-03-25,Personal Use,Yes,Corporate Partnership,5
C1_10918,C1_Global_Investor,Corporate,Not Applicable,Japan,Kyoto,1982-10-19,Investment,No,Direct,4
C2_20646,C2_First_Time_Buyer,Individual,Male,United Kingdom,Scotland,1989-08-26,Personal Use,Yes,Social Media,3
C1_10364,C1_Global_Investor,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1974-08-19,Personal Use,No,Agent,5
C3_30787,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1992-06-28,Personal Use,No,Corporate Partnership,5
C2_21125,C2_First_Time_Buyer,Individual,Other,Australia,Western Australia,1998-05-07,Personal Use,,Social Media,4
C4_40623,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1973-02-07,Investment,No,Direct,5
C1_10525,C1_Global_Investor,Individual,Other,Japan,Kyoto,1969-12-13,Investment,No,Direct,5
C1_10055,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,London,1971-03-20,Investment,No,Agent,5
C1_10638,C1_Global_Investor,Individual,Other,Hong Kong,New Territories,1979-09-13,Personal Use,No,Direct,4
C1_10302,C1_Global_Investor,Individual,,United Kingdom,London,1978-09-13,Investment,No,Corporate Partnership,5
C3_30266,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1966-04-30,Investment,No,Agent,5
C2_20276,C2_First_Time_Buyer,Individual,Other,Canada,Ontario,1993-03-26,Personal Use,Yes,Friend Referral,3
C2_21055,C2_First_Time_Buyer,Individual,Female,United Kingdom,South East,1989-11-25,,Yes,Agent,3
C4_40144,C4_Luxury_Investor,Corporate,Not Applicable,France,French Riviera,1979-05-22,Investment,No,Agent,5
C4_40643,C4_Luxury_Investor,Individual,Female,France,,1954-08-18,Investment,No,Direct,5
C3_30378,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1982-10-13,Personal Use,No,,3
C4_40702,C4_Luxury_Investor,Corporate,Not Applicable,France,Provence,1956-08-31,Investment,No,Agent,5
C2_21286,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,1992-04-08,Personal Use,Yes,Agent,3
C2_21261,C2_First_Time_Buyer,Individual,Male,Canada,Ontario,1995-08-16,Personal Use,Yes,Agent,3
C2_21296,C2_First_Time_Buyer,Individual,Female,Australia,Victoria,2000-04-05,Personal Use,Yes,Agent,4
C2_20753,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1993-03-17,,Yes,Agent,5
C2_20968,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1995-09-21,Personal Use,Yes,Digital,4
C4_40851,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Geneva,1988-01-05,Investment,,Direct,5
C3_30617,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1975-02-15,Personal Use,Yes,Agent,4
C2_21393,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1989-12-12,Personal Use,Yes,Friend Referral,4
C1_10523,C1_Global_Investor,Corporate,Not Applicable,Japan,,1986-03-04,Investment,,Agent,5
C4_40400,C4_Luxury_Investor,Corporate,Not Applicable,France,Île-de-France,1981-12-05,Investment,No,Friend Referral,5
C3_30622,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1978-07-04,Investment,Yes,,4
C4_40656,C4_Luxury_Investor,Individual,Other,UAE,Dubai,1983-09-26,Investment,No,Corporate Partnership,5
C2_20969,C2_First_Time_Buyer,Individual,Male,Australia,Queensland,1999-03-23,Personal Use,No,Digital,5
C1_10671,C1_Global_Investor,Corporate,,Germany,Hamburg,1966-01-23,Investment,No,Agent,5
C4_40688,C4_Luxury_Investor,Individual,,Monaco,Fontvieille,1984-01-21,Investment,No,Direct,5
C1_10666,C1_Global_Investor,Individual,Other,Japan,Nagoya,1962-01-01,Investment,No,Corporate Partnership,5
C4_40838,C4_Luxury_Investor,Individual,Other,UAE,Dubai,1973-03-15,Investment,,Agent,5
C2_20887,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1996-05-24,Personal Use,Yes,Direct,3
C3_30766,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,,1983-05-28,Personal Use,Yes,Agent,3
C1_10280,C1_Global_Investor,Corporate,Not Applicable,Singapore,West Region,1993-05-31,Investment,No,Agent,4
C2_20719,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1992-04-19,Personal Use,Yes,Digital,3
C3_30447,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1964-07-28,Investment,Yes,Corporate Partnership,3
C1_10899,C1_Global_Investor,Individual,Female,Hong Kong,Hong Kong Island,1963-05-13,Investment,No,Direct,5
NX_50450,Noise,Corporate,Not Applicable,France,Provence,1953-11-25,Personal Use,No,Digital,5
C1_10760,C1_Global_Investor,Individual,Other,Hong Kong,Kowloon,1968-04-23,Investment,No,Agent,5
C2_20906,C2_First_Time_Buyer,Individual,Female,United States,Midwest,2001-05-10,Personal Use,Yes,Social Media,5
C4_40542,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zug,1985-04-24,Investment,No,Agent,5
C4_40323,C4_Luxury_Investor,Individual,Other,UAE,Ras Al Khaimah,1969-12-10,Investment,No,Friend Referral,5
C4_40638,C4_Luxury_Investor,Individual,Female,UAE,Abu Dhabi,1977-07-15,Investment,No,Direct,5
C4_40318,C4_Luxury_Investor,Individual,Other,United Kingdom,South East,1984-01-04,Investment,,,5
C4_40800,C4_Luxury_Investor,Individual,Male,Singapore,,1981-06-09,Investment,,Friend Referral,5
C3_30093,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1964-08-27,Investment,No,Agent,5
C4_40664,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,West Region,1960-04-04,Investment,No,Corporate Partnership,5
C3_30531,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1971-11-19,Investment,Yes,Agent,4
C4_40079,C4_Luxury_Investor,Individual,Male,Switzerland,Zurich,1964-10-07,Investment,No,Friend Referral,5
C3_30332,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1964-09-26,Personal Use,No,Direct,4
C3_30972,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1986-12-06,Investment,No,Digital,4
C1_10137,C1_Global_Investor,Corporate,Not Applicable,Japan,Nagoya,1977-02-13,Investment,No,Direct,4
